lemma;tags;ordklasse;falsk_positiv
tillede;NA;V;
tillige;NA;ADV;
tillokke;NA;V;1
tillægge;mat;V;
tilløb;NA;S;1
tilovers;NA;A;
tilpas;NA;A;
tilplanke;NA;V;
tilpligte;NA;V;
tilrette;NA;V;
tilsagn;NA;S;1
tilsammen;NA;A;1
tilslager;NA;S;
tilspunde;NA;V;
tilstede;NA;V;
tilstå;jur;V;
tilstaa;mercury;V;1
timmer;mercury;S;1
tims;NA;S;
timse;NA;V;
tin;NA;S;
tind;NA;S;
tinde;"gel;ark";S;
tinding;NA;S;1
tine;NA;S;
tingbog;NA;S;
tingbænk;NA;S;
tingdag;NA;S;1
tinge;NA;V;
tingest;NA;S;
tinghus;NA;S;1
tinghøring;NA;S;
tingmand;NA;S;
tingstok;NA;S;
tingsvidne;NA;S;1
tingtid;NA;S;
tip;NA;S;
tiran;NA;S;1
tiranne;NA;S;1
tirumtej;NA;S;
titling;NA;S;
tjalre;NA;V;1
tjene;mercury;V;1
tjener;NA;S;1
tjeneste;"anchor;mercury";S;1
tjenstagtig;NA;A;
tjenstlig;NA;A;
tjuvestok;NA;S;
tjære;NA;S;1
to;NA;V;1
tobin;NA;S;
tobis;zoo;S;
tofte;anchor;S;
tog;NA;S;
tog;;S;
togbrigge;NA;S;
toge;NA;V;
togger;NA;S;1
togsmand;NA;S;
tolast;NA;S;
told;anchor;S;
told;;S;
tolde;NA;V;
tolder;tol;S;
toldne;NA;V;
tolk;NA;S;
tolke;NA;V;
tolv;NA;S;
tolve;NA;S;1
tom;NA;S;
tomb;NA;S;1
tone;anchor;V;
top;"anchor;wheel;spades;mercury";S;1
tornej;NA;S;
tornirisk;zoo;S;
torpelig;NA;A;
toslagere;NA;S;
tost;NA;S;
tot;NA;S;1
tov;anchor;S;
tove;NA;S;
tove;;V;
tovre;NA;V;
trads;NA;S;
tradselig;NA;A;
tragt;NA;S;
tragte;NA;V;
tral;NA;S;
tralle;NA;S;1
tralle?;NA;S;1
trampe;"fri;mad";V;
tran;NA;S;
trane;bird;S;1
tranehals;flower;S;1
trang;NA;S;1
trante;NA;V;
trappe;byg;S;
trappedrager;NA;S;
trappedreger;NA;S;1
trav;swords;S;
trave;zoo;V;
travn;NA;S;
tremet;NA;S;
tremme;ark;S;
trent;NA;S;
tresor;NA;S;
tresur;NA;S;
tribalt;NA;S;
tribut;NA;S;1
tridse;NA;S;1
tridse;;V;1
trille;NA;S;
trilling;NA;S;
trimet;NA;S;1
trind;NA;A;
trindel;NA;S;
trip;NA;S;
trippe;NA;V;
trisse;hån;S;
trisse;;V;
tro;NA;S;1
trods;psy;S;
trodselig;NA;A;1
trolig;NA;A;1
trolove;NA;V;1
trometere;NA;S;
tromme;msk;S;
trommetere;NA;S;1
trompe;NA;S;
trompere;NA;S;
trompet;"music;fish;anchor;swords";S;
trop;NA;S;
tros;swords;S;
trosse;hån;S;
trukke;NA;V;
trumpe;NA;S;1
trumpeslaere;NA;S;1
trumpeslagere;NA;S;
trygle;kom;V;
trygler;NA;S;
tryglere;NA;S;1
trykke;NA;V;1
træd;NA;S;1
træde;"kom;erh;mil;dan;tea";V;
træffelig;NA;A;
trægt;NA;S;
træk;NA;S;
trække;"tek;spi;bol;han;fyo;øko;spo;sex;fys;mil;med;edb";V;
træmme;NA;S;1
trænge;NA;V;1
trængsel;NA;S;1
træring;NA;S;
træsk;NA;A;
træsor;NA;S;1
træsur;NA;S;1
træt;NA;S;1
trøgle;NA;V;1
trøglere;NA;S;1
trøje;NA;T;
trøje;NA;S;
trøjedus;NA;S;
trøle;NA;V;
trøler;NA;S;
trøst;NA;S;
trøste;NA;V;
traad;NA;S;1
tråde;NA;V;1
tub;NA;S;
tubin;NA;S;
tud;ana;S;
tude;NA;V;
tudehorn;NA;S;
tugt;NA;S;
tugte;NA;V;
tugtelig;NA;ADV;
tugtemester;NA;S;
tugtemestere;NA;S;1
tugtig;NA;A;
tugtighed;NA;S;
tugtmestere;NA;S;1
tugtughed;NA;S;1
tumle;psy;V;
tumler;bird;S;
tumpe;NA;S;
tun;NA;S;
turbit;NA;S;
ture;NA;V;
turig;NA;A;
turkeland;NA;S;
turkis;NA;S;
turlig;NA;A;
turnere;NA;V;
turteldue;zoo;S;
tusindblad;flower;S;
tusindfold;NA;A;
tusindkunstner;NA;S;
tusk;NA;S;
tuske;han;V;
tuskeri;NA;S;
tusse;NA;V;1
tut;NA;S;
tutte;NA;V;
tvar;NA;ADV;
tvebak;NA;S;
tvedragt;comet;S;
tvedragtig;NA;A;
tvedragtighed;NA;S;
tvedrægt;NA;S;1
tvedrægtig;NA;A;1
tvedrægtighed;NA;S;1
tvefoldig;NA;A;
tvefoldighed;NA;S;
tvefærdig;NA;A;
tvege;NA;S;
tvi;NA;I;1
tvidragt;NA;S;1
tvidragtig;NA;A;1
tvidrægt;NA;S;1
tvidrægtig;NA;A;1
tvil;NA;S;1
tvilagtig;NA;A;1
tvilagtighed;NA;S;1
tvile;NA;V;1
tvilelig;NA;A;
tvist;jur;S;
tviste;NA;V;
tvistig;NA;A;
tvivl;NA;S;
tvivlagtig;NA;A;
tvivlagtighed;NA;S;
tvivle;NA;V;
tvivlmod;NA;S;
tvivlmodig;NA;A;
tværs;"anchor;mercury";ADV;1
ty;NA;V;
tygt;NA;S;1
tygtighed;NA;S;1
tygtughed;NA;S;1
tykke;NA;S;
tymle;NA;V;1
tynd;anchor;A;1
tyr;NA;S;
tyran;NA;S;
tyranne;NA;S;1
tyre;NA;V;
tyrk;NA;S;
tyskendæk;anchor;S;1
tysse;NA;V;
tyveri;NA;S;
tæge;zoo;S;
tænke;"psy;kom";V;
tænkebog;NA;S;1
tænkebrev;NA;S;1
tæppe;"bol;tea";S;
tæppede;NA;S;
tære;"kem;hel";V;
tærer;NA;S;
tærge;NA;V;
tærling;NA;S;
tærning;NA;S;1
tærske;NA;V;1
tærskel;anchor;S;1
tærtelig;NA;A;
tærtet;NA;A;1
tæve;zoo;S;
tøddel;NA;S;
tøffel;tøj;S;
tøj;swords;S;
-tøj;sad;SUF;
tøje;NA;V;
tøjel;NA;S;
tøjte;NA;S;1
tømmer;anchor;S;1
tømmermand;anchor;S;
tønde;anchor;S;
tørk;NA;S;
tørne;"anchor;wheel";V;
tørst;NA;S;1
tøve;NA;V;
tøvre;NA;V;
taabe;NA;S;1
taag;NA;A;1
tåge;NA;V;
taage;swords;V;1
taal;NA;S;1
taale;NA;V;1
tålsmand;NA;S;1
tårn;"ark;spi";S;
taarn;"anchor;swords";S;1
uadel;NA;S;
uafladelig;NA;A;
uagtet;NA;A;
uanset;NA;A;
uart;NA;S;
uartig;NA;A;
ubarmelig;NA;ADV;
ubarmhjertig;NA;A;
ubegiven;NA;A;
ubegribelig;NA;A;
ubehag;NA;S;1
ubehjælpelig;NA;A;1
ubehjælpsom;NA;A;
ubehørlig;NA;A;
ubekendt;NA;A;
ubekvem;NA;A;
ubekvemmelig;NA;ADV;
ubekymret;NA;A;
uberedt;NA;A;
uberugtet;NA;A;1
uberygtet;NA;A;
uberaad;NA;A;
ubeskadiget;NA;A;
ubeskedelig;NA;A;
ubeskeden;NA;A;
ubeskedenhed;NA;S;
ubeskedenlig;NA;A;1
ubeskedentlig;NA;A;1
ubeskeenhed;NA;S;1
ubeskrivelig;NA;A;
ubeskaaret;NA;A;
ubesmittet;NA;A;
ubestandig;NA;A;
ubesværet;NA;A;
ubetalt;NA;A;
ubetænkelig;NA;A;
ubetænkt;NA;A;
ubevant;NA;A;
ubevaren;NA;A;
ubevendt;NA;A;
ubevidst;NA;A;
ubevægelig;NA;A;
ubevåren;NA;A;
ubillig;NA;A;
ubrødelig;NA;A;
ubændig;NA;A;1
ubørlig;NA;A;
udarbejde;NA;V;
udbede;NA;V;
udblæse;"wheel;swords";V;
udborge;NA;V;
uddrag;mercury;S;
uddragt;NA;S;
udeblive;NA;V;1
udeglig;NA;A;
udelade;NA;V;
udelelig;NA;A;
udfalde;anchor;V;1
udfeje;NA;V;
udfetalje;NA;V;
udflugt;NA;S;
udflugtisk;NA;A;
udfly;NA;V;
udflaad;NA;S;1
udfordre;spades;V;
udfærdige;NA;V;
udfølge;NA;V;
udføre;"anchor;mercury";V;
udgift;mercury;S;
udhøkre;NA;V;
udkejse;NA;V;
udkejsning;NA;S;
udkese;NA;V;1
udkige;NA;V;
udkomst;NA;S;1
udkrejere;NA;V;
udkræfte;NA;V;1
udkvælde;NA;V;
udlade;NA;V;
udligger;NA;S;
udlosse;NA;V;
udluge;NA;V;
udlægge;"anchor;wheel;currency";V;
udlægger;"spades;wheel;anchor";V;
udlændig;NA;A;
udlændisk;NA;A;
udlændsk;NA;A;1
udlæse;NA;V;1
udperse;NA;V;
udpæle;NA;V;
udrede;NA;V;
udrette;NA;V;
udrettere;NA;V;
udse;NA;V;
udsknide;NA;V;
udskrive;NA;V;
udstede;mercury;V;
udstryge;NA;V;
udstyre;NA;V;
udstyrte;NA;V;
udstyrting;NA;S;1
udstyrtning;NA;S;
udstæde;NA;V;1
udstøde;wheel;V;1
udstaa;NA;V;
udsælge;mercury;V;
udsætning;swords;S;1
udsætte;"swords;anchor;music;wheel";V;
udsætter;swords;S;1
udtappe;NA;V;
udtegne;NA;V;
udtinge;NA;V;
udtjene;NA;V;1
udtog;NA;S;
udtolke;NA;V;
udtrykke;NA;V;
udtrække;NA;V;
udtrænge;NA;V;1
udtvinge;NA;V;
udtyde;NA;V;1
udtælje;NA;V;1
udtælle;NA;V;
udtære;NA;V;
uduelig;NA;A;
udvagt;NA;S;
udvaske;NA;V;
udveje;NA;V;1
udvendig;NA;A;
udvige;music;V;1
udvippe;NA;V;
udvise;mercury;V;
udvising;NA;S;1
udviske;swords;V;
udvisning;NA;S;
udvortes;NA;ADV;
udygtig;NA;A;
udyldig;NA;A;
udædere;NA;S;
udædig;NA;A;1
udæske;NA;V;1
ueffen;NA;A;
uendelig;NA;A;
uendig;NA;A;
ufejlig;NA;A;
ufelig;NA;A;1
ufinlig;NA;A;1
uflid;NA;S;
uflødig;NA;A;
uforbigængelig;NA;A;
uforborget;NA;A;
uforbrødelig;NA;A;1
ufordragelig;NA;A;
ufordægtig;NA;A;
uforfaren;NA;A;
uforfængelig;NA;A;
uforfærdet;NA;A;
uforgribelig;NA;A;1
uforgængelig;NA;A;
uforklaget;NA;A;
uforlagt;NA;A;
uforlignelig;NA;A;
uforlovet;NA;A;
uformodende;NA;A;1
ufornuft;NA;S;
uforrette;NA;V;
uforsagt;NA;A;
uforseende;NA;A;
uforseendes;NA;A;1
uforsigtelig;NA;A;1
uforsigtig;NA;A;
uforskammet;NA;A;
uforskamt;NA;A;1
uforskrevet;NA;A;
uforskæmmet;NA;A;1
uforskæmt;NA;A;1
ufortrøden;NA;A;
ufortøvet;NA;A;
uforvandelig;NA;A;
uforvandes;NA;ADV;
uforvandlig;NA;A;
uforvarende;NA;A;
uforvindelig;NA;A;
uforårsaget;NA;A;
ufærdig;NA;A;1
uføje;NA;S;
uføjelig;NA;A;
uge;NA;S;1
ugelspegel;NA;S;
ugelspel;NA;S;1
ugemen;NA;A;
ugle;bird;S;1
uglspil;NA;S;1
uhyr;NA;A;
uhyre;NA;S;
uhyrlig;NA;A;
uhørlig;NA;A;1
uhørsam;NA;A;1
uhørsom;NA;A;
uhørsomme;NA;S;
uhørsommelig;NA;A;1
ukrud;NA;S;1
ukrudt;hav;S;
ukunstig;NA;A;
uld;NA;S;1
uledighed;NA;S;
ulejlighed;NA;S;1
ulempe;anchor;S;
ulidelig;NA;A;
uliderlig;NA;A;1
ulm;flower;S;
ulspegel;NA;S;1
ulspel;NA;S;1
ulust;NA;S;1
ulv;NA;S;
ulykke;"ber;hel";S;
ulykkelig;NA;A;1
ulyst;psy;S;
umage;NA;S;
umanerlig;NA;A;
umbevaren;NA;A;1
umbevåren;NA;A;1
umenneskelig;NA;A;
umulig;NA;A;1
umyndig;NA;A;1
umægtug;NA;A;
umær;NA;A;
umaade;NA;S;1
umaadelig;NA;A;
und;NA;S;
und-;NA;PRÆ;
unddrage;NA;V;
unde;NA;V;1
unden;NA;S;1
under;"anchor;swords;mercury";S;1
underbringe;swords;V;
underbygge;NA;V;
underdan;NA;A;
underdanig;NA;A;
underdykket;NA;A;
undergang;NA;S;
undergange;NA;V;
undergive;NA;V;
undergrave;NA;V;
undergå;NA;V;
undergaa;NA;V;1
underhold;NA;S;
underholde;NA;V;
underholdning;NA;S;
underhus;NA;S;
underhyre;NA;V;
underkaste;NA;V;
underkøb;NA;S;1
underkøbe;NA;V;
underlade;NA;V;
underlag;NA;S;
underlegen;NA;A;
underlig;NA;A;
underligge;NA;V;
underlægge;NA;V;1
underløbe;anchor;V;1
undermester;NA;S;1
undermænge;NA;V;
underpant;NA;S;
underretning;NA;S;1
underrette;NA;V;
underrykke;NA;V;
undersked;NA;S;
underskede;NA;V;
underskedelig;NA;A;1
underskeding;NA;S;1
underskedlig;NA;A;
underskedning;NA;S;
underskrive;mercury;V;
underslag;anchor;S;
underslaa;anchor;V;
underst;NA;A;
understa;NA;V;1
understande;NA;V;
understikke;spades;V;
understundem;NA;ADV;1
understunden;NA;ADV;
understundum;NA;ADV;1
understøndem;NA;ADV;1
understøndum;NA;ADV;1
understøtte;NA;V;
understå;NA;V;
understaa;NA;V;1
undersætte;music;V;
undersøge;NA;V;1
undersåt;NA;S;
undersaat;NA;S;1
undertiden;NA;ADV;
undertidene;NA;ADV;1
undertrykke;NA;V;
undertræde;NA;V;
undertrænge;NA;V;
undertråde;NA;V;1
undertvinge;NA;V;
undervejs;NA;ADV;
undervinde;NA;V;
undervise;und;V;
undervisning;NA;S;1
undervoksen;NA;A;1
underværk;NA;S;
undfalde;NA;V;
undfange;bio;V;
undfare;NA;V;
undfly;NA;V;
undflyve;NA;V;1
undfri;NA;V;
undføre;NA;V;
undgeld;NA;S;
undgælde;NA;V;
undgaa;NA;V;
undholde;NA;V;
undkomme;NA;V;
undlade;NA;V;
undledige;NA;V;
undlive;NA;V;
undløbe;NA;V;
undre;NA;V;1
undrede;NA;V;
undrende;NA;V;
undride;NA;V;
undrykke;NA;V;
undrømme;NA;V;
undse;psy;V;
undse sig;NA;V;1
undsegle;NA;V;1
undsejle;NA;V;
undsige;NA;V;
undskulde;NA;V;1
undskylde;NA;V;
undskyldige;NA;V;
undslå;NA;V;
undslaa;NA;V;1
undspringe;NA;V;
undstande;NA;V;
undstikke;NA;V;
undsæt;NA;V;
undsætning;swords;S;
undsætte;swords;V;
undvende;NA;V;
undvige;kri;V;
undvære;NA;V;
undværge;NA;V;
unge;NA;V;1
ungeld;NA;S;1
unseguld;NA;S;
unuttig;NA;A;1
unuttug;NA;A;1
unyttig;NA;A;
unyttug;NA;A;1
unødig;NA;A;
unaade;NA;S;
upligt;NA;S;
upligtelig;NA;ADV;1
upligteligen;NA;ADV;
upligtig;NA;A;
ur;"ast;bio";S;
urede;NA;A;
uredelig;NA;A;
urene;NA;V;
urenige;NA;V;
urette;NA;V;1
urettighed;NA;S;
urhane;bird;S;
urigtig;NA;A;
urimelig;NA;A;1
urt;NA;S;1
urtegaard;NA;S;1
uråd;NA;S;
uraad;NA;S;1
uraadig;NA;A;1
usindig;NA;A;
usindighed;NA;S;
uskaffet;NA;A;
uskik;NA;S;1
uskikkelig;NA;A;1
uskyld;NA;S;
uskyldelig;NA;A;1
uskyldig;NA;A;
uskyldighed;NA;S;
usmagelig;NA;A;
usmittet;NA;A;
ustorm;NA;S;
ustyr;NA;A;
ustyrlig;NA;A;
usund;wheel;A;
utaknem;NA;A;
utemmelig;NA;A;
uterig;NA;A;
uterlig;NA;A;
utoet;NA;A;
utugt;NA;S;
utugtelig;NA;A;
utugtig;NA;A;1
utygt;NA;S;1
utøj;NA;S;
uvidskab;NA;S;
uvildig;NA;A;1
uvilje;NA;S;
uvitterlig;NA;A;1
uvittig;NA;A;
uædel;NA;A;
uægte;mercury;A;
uægte;;S;
uår;NA;S;
uaar;NA;S;1
vad;NA;S;1
vade;NA;V;1
vadmel;NA;S;
vadsæk;NA;S;
vagt;"erh;byg;kom;psy";A;
vagt;;S;
vagte;NA;V;
vagtel;zoo;S;
vagtpenge;NA;S;
vagtpenninge;NA;S;
vajd;flower;S;
vaje;anchor;V;
vajmel;NA;S;1
vak;NA;I;
vakandelbær;NA;S;
vakkerlig;NA;ADV;1
vakkerligen;NA;ADV;
vakle;NA;V;
val;anchor;S;
vale;NA;S;
valen;NA;A;
valfart;NA;S;1
valkemølle;NA;S;
valkmølle;NA;S;1
valle;NA;V;
valmel;NA;S;1
valning;NA;S;
valnød;flower;S;1
valravn;NA;S;1
valse;NA;S;1
valstad;NA;S;1
valsted;NA;S;
valtre;NA;V;
vams;NA;S;
van;NA;I;1
van-;NA;PRÆ;
vanbyrdig;NA;A;
vandbakkelse;bag;S;
vande;"anchor;swords";V;1
vandel;NA;S;
vandelbar;NA;A;
vandkalv;NA;S;
vandkarse;flower;S;
vandkrukke;NA;S;
vandkunst;NA;S;1
vandle;NA;V;
vandløsning;NA;S;1
vandre;"fri;zoo;hån";V;
vandring;anchor;S;
vandsnider;NA;S;
vandsten;NA;S;
vange;NA;S;
vanke;NA;V;
vankel-;NA;PRÆ;
vankelbar;NA;A;
vanmagt;NA;S;
vanne;wheel;I;
vanrygtig;NA;A;
vanskabt;NA;A;
vant;anchor;S;
vantmager;NA;S;
vantro;NA;S;
varagtig;comet;A;
varde;anchor;S;
vardemand;NA;S;
vare;han;S;
vare;;V;
varere;NA;S;
varetårn;NA;S;
varetaarn;NA;S;1
varig;NA;A;
varmel;NA;S;1
varmgar;NA;A;
varp;anchor;S;
varpe;søf;V;
varsige;NA;V;
varsko;kom;V;
vartavl;NA;S;
varte;NA;V;1
vartegn;NA;S;
varulv;myt;S;
vaske;"hyg;gel";V;
vaske;;V;
vaterkarse;NA;S;
vaterkårse;NA;S;1
vaterspil;NA;S;
vattersot;med;S;
vav;flower;S;1
ve;NA;S;
ved;quad;PRÆP;1
vedage;NA;S;
vedaske;NA;S;
vedbend;flower;S;
vede;NA;S;
veder-;NA;PRÆ;1
vederbugtet;NA;A;1
vederdøbe;NA;V;1
vederdøber;NA;S;
vederfare;NA;V;
vederfares;NA;V;1
vedergæld;NA;S;1
vedergælde;NA;V;
vederhage;NA;S;
vederkvæge;NA;V;
vederlag;øko;S;
vederlig;NA;A;
vederlyd;NA;S;
vederlægge;NA;V;
vedermod;NA;S;
vedermodig;NA;A;
vederpart;NA;S;
vederråbe;NA;V;
vedersige;NA;V;
vederskin;NA;S;
vederspil;NA;S;
vederspring;NA;S;
vederspændig;NA;A;
vederspændighed;NA;S;
vederstand;NA;S;
vederstande;NA;V;
vederstræbe;NA;V;
vedervilje;NA;S;
vedervordig;NA;A;
vedervordighed;NA;S;
vederværdig;NA;A;1
vederværdighed;NA;S;1
vedsle;NA;V;
vedstande;NA;V;
vedstaa;NA;V;
veglig;NA;A;1
vegne;NA;S;
vegre;NA;V;
vej;anchor;S;1
vejbred;bot;S;
vejde;NA;S;1
vejdemets;NA;S;
vejdeværk;NA;S;
veje;comet;V;1
vejebod;NA;S;1
vejepenge;NA;S;1
vejer;NA;S;
vejerhus;NA;S;1
vejleje;NA;S;
vejmets;NA;S;1
vejr;"comet;anchor;mercury";S;1
vejre;NA;V;1
-vejs;NA;SUF;1
veksel;mercury;S;
veksle;NA;V;
veksler;wheel;S;
velbefald;NA;S;
velbefalde;NA;V;
veldædig;NA;A;
velfard;NA;S;1
velfare;NA;V;
velfart;NA;S;
velfærd;NA;S;
velfært;NA;S;1
velgefald;NA;S;
velkom;NA;S;1
velkomme;NA;S;
velkommen;NA;A;
velladende;NA;A;
vellyst;NA;S;
vellyste;NA;V;
vellystig;NA;A;
velstand;øko;S;
velvillig;NA;A;
vemod;NA;S;
vemodelig;NA;ADV;1
vemodeligen;NA;ADV;
vemodig;NA;A;
vemodighed;NA;S;
vende;NA;V;
vendekaabe;NA;S;1
vendisk;NA;A;
vene;NA;V;
venen;NA;S;
venlig;NA;A;1
venneke;NA;S;
vennike;NA;S;1
verdslig;NA;A;
vermod;NA;S;
vermut;"mercury;flower";S;
verne;NA;S;1
vervordig;NA;A;1
verværdig;NA;A;1
vessel;NA;S;
vesselhorn;NA;S;
vesten;NA;S;
vestersjø;NA;S;1
vestersø;NA;S;
vestfaler;NA;S;
vestvært;NA;ADV;
vibe;bird;S;1
vibelle;NA;S;
vid;NA;S;
vidde;NA;S;
vide;NA;V;
vide;;A;
videlig;NA;A;1
vidende;NA;S;1
videnhed;NA;S;1
videnskab;"vid;rel";S;
videntlig;NA;ADV;
viderlig;NA;A;1
viderværdig;NA;A;
vidie;flower;S;1
vidne;swords;S;1
vidskab;NA;V;1
vidtleftig;NA;A;1
vidtluftig;NA;A;1
vidtløftig;NA;A;
vidtløftighed;NA;S;
vidue;NA;S;
viebiskop;NA;S;
viebisp;NA;S;
viekost;NA;S;
vielse;NA;S;
vig;NA;S;1
vigbelle;NA;S;1
vigt;NA;S;
vigtig;psy;A;
vikke;flower;S;
vildbane;NA;S;1
vildbrad;NA;S;
vilde;NA;S;
vildnis;NA;S;1
vildt;"zoo;mad";S;
vildtbane;NA;S;
vildtværk;NA;S;
vildværk;NA;S;1
vilkår;jur;S;
vilkaar;NA;S;1
vilkåre;NA;V;
vilkaare;NA;V;1
ville;plus;V;1
villig;"mercury;anchor";A;
villiglig;NA;A;
vimle;NA;V;1
vimmel;NA;S;
vinde;"anchor;";S;
vindearmborst;NA;S;1
vindearmbrøst;NA;S;
vindeldug;NA;S;
vindelsnor;NA;S;
vindelsten;NA;S;
vindetakkel;NA;S;
vindfang;"bol;tøj";S;
vindhund;NA;S;1
vinding;NA;S;1
vindrue;NA;S;
vindvaage;NA;S;
vinfoalader;NA;S;1
vinforlader;NA;S;
vinke;NA;V;
vinkel;"swords;wheel";S;
vinlag;NA;S;
vinmand;NA;S;
vinrude;flower;S;
vinsten;flower;S;
vinterlag;NA;S;
vippe;NA;S;
virak;NA;S;
vire;NA;S;
vire;;V;
virk;NA;S;
virok;NA;S;1
vis;NA;S;
vis;;A;
-vis;spr;SUF;
vise;"anchor;spades";S;
viselig;NA;A;1
viser;NA;S;
vished;NA;S;
visitats;NA;S;1
viske;swords;V;
visning;NA;S;
visple;NA;V;1
visse;NA;V;
visselig;NA;ADV;
vissen;NA;S;
vissing;NA;S;1
vitterlig;NA;A;
vitterlighed;NA;S;
vittig;NA;A;
vitve;NA;S;
vivel;NA;S;
vlies;NA;S;1
vod;NA;S;1
vogehals;NA;S;1
voghals;NA;S;1
vogndriver;NA;S;
vogndrivere;NA;S;1
vognskud;NA;S;
vogte;NA;V;
vok;NA;I;
voks;NA;S;
voksnæse;NA;S;1
vol;NA;S;
vold;NA;S;
volde;NA;V;1
voldelig;NA;A;
voldsager;NA;S;1
voldsom;NA;A;
volme;NA;V;
voltre;NA;V;
volverlej;bot;S;
vom;NA;S;1
vonske;NA;V;
vorte;NA;V;1
vove;NA;S;
vove;;V;
vovehals;NA;S;
vrag;"anchor;mercury";S;
vrag;;S;
vrag;;A;
vrag-;NA;PRÆ;
vrage;NA;V;
vrager;NA;S;
vragere;NA;S;1
vragfisk;fish;S;
vraggods;mercury;S;
vragsild;NA;S;1
vragsten;NA;S;
vrampet;NA;A;1
vrang;NA;A;1
vrangel;NA;S;1
vranges;NA;V;
vranten;NA;A;1
vrede;NA;S;
vredelig;NA;A;
vredes;NA;V;
vrikke;anchor;V;
vrille;NA;S;
vrimle;NA;V;
vrimpe;NA;V;
vringe;NA;V;
vringel;NA;S;1
vrinsk;NA;A;
vrippe;NA;V;
vrippen;NA;A;1
vrist;NA;S;
vræge;NA;V;1
vrænge;NA;V;
vræt;NA;S;1
vrøge;NA;V;
vråde;NA;V;
vraade;NA;V;1
vråge;NA;V;1
vule;anchor;V;1
vunde;med;S;
vundenkrud;NA;S;
vunder;NA;S;
vunderlig;NA;A;1
vundkrud;NA;S;1
vundre;NA;V;1
vurde;NA;V;1
vurdere;NA;V;
vurst;anchor;S;
væbne;NA;V;
væbner;NA;S;
væbnere;NA;S;1
væd;NA;S;
vædde;NA;V;
vædde-;NA;PRÆ;
væddeløb;spo;S;
væddemestere;NA;S;
væddeskat;NA;S;
vædje;NA;S;1
væge;wheel;S;
vægerlig;NA;A;1
vægge;NA;S;
vægre;NA;V;
vægt;anchor;S;
vægter;NA;S;
vægtig;NA;A;
væk;psy;ADV;
væld;NA;S;1
vælde;NA;S;
vælde;;V;
vældelig;NA;ADV;
vældener;NA;S;
vælder;NA;S;1
vældig;NA;A;
vældige;NA;V;
vælig;NA;A;
vælling;mad;S;
vælsk;NA;A;
vænne;NA;V;
vær-;NA;PRÆ;
væraftig;NA;A;1
væragtig;NA;A;
værde;NA;S;
værde;;V;
værdes;NA;V;
værdig;NA;A;
værdige;NA;V;
værdskab;NA;S;
værduge;NA;V;
være;NA;S;
værft;anchor;S;
værge;NA;S;
værgebo;NA;S;
værgeløs;NA;A;1
værhaftig;NA;A;1
værje;NA;S;1
værjeagtig;NA;A;1
værk;tin;S;
værker;NA;S;
værkere;NA;S;1
værkfad;NA;S;
værkmester;NA;S;
værksted;"hån;soc";S;
værktøj;wheel;S;1
værn;NA;S;1
værne;NA;V;
værpe;NA;V;
værre;NA;V;
værskab;NA;S;1
vært;"gas;bol;fje;bio";S;
værtinde;NA;S;
-værts;NA;SUF;
værtskab;NA;S;
væsel;NA;S;1
væsen;NA;S;
væsende;NA;S;
væsenlig;NA;A;
væsentlig;NA;A;1
væske;NA;S;
vætte;NA;S;1
væve;NA;V;
vævle;NA;V;
vævling;anchor;S;1
vaabenhus;NA;S;
våbentøg;NA;S;
vaag;NA;S;
vaage;NA;S;
vål;NA;S;1
vålkemølle;NA;S;1
vålkmølle;NA;S;1
vaan-;NA;PRÆ;
våne;NA;V;
våner;NA;S;
våning;bol;S;
vaaning;NA;S;1
våningshus;ark;S;
våntro;NA;S;1
vårtegn;NA;S;1
vaase;NA;V;1
weichsel;flower;S;
yde;NA;V;1
yder-;NA;PRÆ;
yderlig;NA;A;1
yderst;mercury;A;1
ydre;swords;A;1
ylde;NA;V;1
yngermand;NA;S;
yngling;NA;S;1
yppe;NA;V;1
yppere;NA;A;
ypperst;NA;A;
yppig;NA;A;
ytre;kom;V;
yver;NA;S;1
ædel;NA;A;
ædelhed;NA;S;
ædelig;NA;A;
ædeling;NA;S;1
ædelmand;NA;S;
ædelsten;NA;S;
ædle;NA;V;
ædling;NA;S;
æg;NA;S;
ægge;NA;V;
æggehvide;NA;S;1
æggeost;NA;S;1
ægget;NA;A;1
æggetøj;NA;S;
ægstaal;NA;S;
ægt;NA;S;
ægte;"fam;tøj";S;
ægte;;A;
ægte;;V;
ægtebrev;NA;S;1
ægtelig;NA;A;
ægtemand;NA;S;
ægteskab;"fam;jur";S;
ægteviv;NA;S;
ægtig;NA;A;
ægtug;NA;A;1
ælde;NA;V;1
ældre;NA;S;1
ældst;NA;A;1
æmtyr;NA;S;1
ængste;NA;V;
ængstelig;NA;A;
æragtig;NA;A;
ærbar;sex;A;
ærbarhed;NA;S;
ærbødig;mercury;A;
ære;"scl;psy;mil";S;
ære;;V;
æreklæder;NA;S;
æreløs;NA;A;
ærfast;NA;A;
ærgerrig;psy;A;
ærgre;NA;V;1
ærlig;NA;A;
ærlighed;NA;S;
ærnfast;NA;A;1
ærsam;NA;A;1
ærsom;NA;A;
ært;flower;S;
ærværdig;NA;A;
æsel;zoo;S;
æske;NA;V;
ætse;NA;V;1
æventur;NA;S;1
æventure;NA;S;1
æventyr;NA;S;1
æventyre;NA;S;1
æver;NA;S;
æverlig;NA;A;1
ø;NA;S;1
øbe;NA;V;
øge;NA;V;1
øgeblik;NA;S;1
